Times,Rate,Fold,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
2,0.2,3,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.58,0.7,0.6371812928829597,0.3684210526315789,0.6,0.64,"[[29 21]
 [ 3  7]]"
2,0.2,3,1,own_class_center,lin_center_own,0.92,0.3,0.5253570214625479,0.3529411764705882,0.8166666666666667,0.6100000000000001,"[[46  4]
 [ 7  3]]"
2,0.2,3,1,own_class_center,exp,0.9,0.3,0.5196152422706632,0.33333333333333326,0.8,0.6000000000000001,"[[45  5]
 [ 7  3]]"
2,0.2,3,1,estimated_hyper_lin,lin_center_own,0.9,0.4,0.6000000000000001,0.4210526315789474,0.8166666666666667,0.65,"[[45  5]
 [ 6  4]]"
2,0.2,3,1,estimated_hyper_lin,exp,0.9,0.3,0.5196152422706632,0.33333333333333326,0.8,0.6000000000000001,"[[45  5]
 [ 7  3]]"
2,0.2,3,1,actual_hyper_lin,lin_center_own,0.52,0.8,0.644980619863884,0.38095238095238093,0.5666666666666667,0.66,"[[26 24]
 [ 2  8]]"
2,0.2,3,1,actual_hyper_lin,exp,0.86,0.4,0.5865151319446072,0.380952380952381,0.7833333333333333,0.63,"[[43  7]
 [ 6  4]]"
2,0.2,3,1,distance_center_own_opposite_tam,func_own_opp_new,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
2,0.2,3,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.86,0.5,0.6557438524302001,0.45454545454545453,0.8,0.68,"[[43  7]
 [ 5  5]]"
2,0.2,3,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.58,0.7,0.6371812928829597,0.3684210526315789,0.6,0.64,"[[29 21]
 [ 3  7]]"
2,0.2,4,None,SVM,SVM,0.96,0.2,0.4381780460041329,0.28571428571428575,0.8333333333333334,0.58,"[[48  2]
 [ 8  2]]"
2,0.2,4,None,WSVM,WSVM,0.92,0.4,0.6066300355241241,0.4444444444444445,0.8333333333333334,0.66,"[[46  4]
 [ 6  4]]"
2,0.2,4,None,own_class_center,lin_center_own,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
2,0.2,4,None,own_class_center,exp,0.9,0.8,0.8485281374238571,0.6956521739130435,0.8833333333333333,0.8500000000000001,"[[45  5]
 [ 2  8]]"
2,0.2,4,None,estimated_hyper_lin,lin_center_own,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
2,0.2,4,None,estimated_hyper_lin,exp,0.8,0.7,0.7483314773547882,0.5185185185185185,0.7833333333333333,0.75,"[[40 10]
 [ 3  7]]"
2,0.2,4,None,actual_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
2,0.2,4,None,actual_hyper_lin,exp,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
2,0.2,4,None,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
2,0.2,4,None,distance_center_own_opposite_tam,func_own_opp_new_v1,0.88,0.6,0.726636084983398,0.5454545454545454,0.8333333333333334,0.7400000000000001,"[[44  6]
 [ 4  6]]"
2,0.2,4,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.68,1.0,0.8246211251235321,0.5555555555555556,0.7333333333333333,0.84,"[[34 16]
 [ 0 10]]"
2,0.2,4,1,own_class_center,lin_center_own,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
2,0.2,4,1,own_class_center,exp,0.9,0.8,0.8485281374238571,0.6956521739130435,0.8833333333333333,0.8500000000000001,"[[45  5]
 [ 2  8]]"
2,0.2,4,1,estimated_hyper_lin,lin_center_own,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
2,0.2,4,1,estimated_hyper_lin,exp,0.86,0.6,0.7183313998427189,0.5217391304347826,0.8166666666666667,0.7300000000000001,"[[43  7]
 [ 4  6]]"
2,0.2,4,1,actual_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
2,0.2,4,1,actual_hyper_lin,exp,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
2,0.2,4,1,distance_center_own_opposite_tam,func_own_opp_new,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
2,0.2,4,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
2,0.2,4,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.68,1.0,0.8246211251235321,0.5555555555555556,0.7333333333333333,0.84,"[[34 16]
 [ 0 10]]"
2,0.2,5,None,SVM,SVM,0.98,0.1,0.31304951684997057,0.16666666666666669,0.8333333333333334,0.54,"[[49  1]
 [ 9  1]]"
2,0.2,5,None,WSVM,WSVM,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
2,0.2,5,None,own_class_center,lin_center_own,0.86,0.5,0.6557438524302001,0.45454545454545453,0.8,0.68,"[[43  7]
 [ 5  5]]"
2,0.2,5,None,own_class_center,exp,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
2,0.2,5,None,estimated_hyper_lin,lin_center_own,0.86,0.4,0.5865151319446072,0.380952380952381,0.7833333333333333,0.63,"[[43  7]
 [ 6  4]]"
2,0.2,5,None,estimated_hyper_lin,exp,0.86,0.5,0.6557438524302001,0.45454545454545453,0.8,0.68,"[[43  7]
 [ 5  5]]"
2,0.2,5,None,actual_hyper_lin,lin_center_own,0.74,0.6,0.6663332499583072,0.41379310344827586,0.7166666666666667,0.6699999999999999,"[[37 13]
 [ 4  6]]"
2,0.2,5,None,actual_hyper_lin,exp,0.88,0.6,0.726636084983398,0.5454545454545454,0.8333333333333334,0.7400000000000001,"[[44  6]
 [ 4  6]]"
2,0.2,5,None,distance_center_own_opposite_tam,func_own_opp_new,0.84,0.6,0.7099295739719539,0.5,0.8,0.7200000000000001,"[[42  8]
 [ 4  6]]"
2,0.2,5,None,distance_center_own_opposite_tam,func_own_opp_new_v1,0.88,0.6,0.726636084983398,0.5454545454545454,0.8333333333333334,0.7400000000000001,"[[44  6]
 [ 4  6]]"
2,0.2,5,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.52,1.0,0.7211102550927979,0.45454545454545453,0.6,0.76,"[[26 24]
 [ 0 10]]"
2,0.2,5,1,own_class_center,lin_center_own,0.86,0.6,0.7183313998427189,0.5217391304347826,0.8166666666666667,0.7300000000000001,"[[43  7]
 [ 4  6]]"
2,0.2,5,1,own_class_center,exp,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
2,0.2,5,1,estimated_hyper_lin,lin_center_own,0.86,0.6,0.7183313998427189,0.5217391304347826,0.8166666666666667,0.7300000000000001,"[[43  7]
 [ 4  6]]"
2,0.2,5,1,estimated_hyper_lin,exp,0.86,0.5,0.6557438524302001,0.45454545454545453,0.8,0.68,"[[43  7]
 [ 5  5]]"
2,0.2,5,1,actual_hyper_lin,lin_center_own,0.78,0.6,0.6841052550594827,0.4444444444444445,0.75,0.6900000000000002,"[[39 11]
 [ 4  6]]"
2,0.2,5,1,actual_hyper_lin,exp,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
2,0.2,5,1,distance_center_own_opposite_tam,func_own_opp_new,0.82,0.6,0.7014271166700072,0.48,0.7833333333333333,0.7100000000000002,"[[41  9]
 [ 4  6]]"
2,0.2,5,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.84,0.6,0.7099295739719539,0.5,0.8,0.7200000000000001,"[[42  8]
 [ 4  6]]"
2,0.2,5,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.52,1.0,0.7211102550927979,0.45454545454545453,0.6,0.76,"[[26 24]
 [ 0 10]]"
Times,Rate,Fold,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
3,0.2,1,None,SVM,SVM,0.96,0.1,0.30983866769659335,0.15384615384615383,0.8166666666666667,0.53,"[[48  2]
 [ 9  1]]"
3,0.2,1,None,WSVM,WSVM,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
3,0.2,1,None,own_class_center,lin_center_own,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,1,None,own_class_center,exp,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
3,0.2,1,None,estimated_hyper_lin,lin_center_own,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,1,None,estimated_hyper_lin,exp,0.9,0.8,0.8485281374238571,0.6956521739130435,0.8833333333333333,0.8500000000000001,"[[45  5]
 [ 2  8]]"
3,0.2,1,None,actual_hyper_lin,lin_center_own,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,1,None,actual_hyper_lin,exp,0.88,0.7,0.7848566748139434,0.608695652173913,0.85,0.79,"[[44  6]
 [ 3  7]]"
3,0.2,1,None,distance_center_own_opposite_tam,func_own_opp_new,0.88,0.6,0.726636084983398,0.5454545454545454,0.8333333333333334,0.7400000000000001,"[[44  6]
 [ 4  6]]"
3,0.2,1,None,distance_center_own_opposite_tam,func_own_opp_new_v1,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,1,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.56,0.9,0.709929573971954,0.4390243902439024,0.6166666666666667,0.73,"[[28 22]
 [ 1  9]]"
3,0.2,1,1,own_class_center,lin_center_own,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,1,1,own_class_center,exp,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
3,0.2,1,1,estimated_hyper_lin,lin_center_own,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,1,1,estimated_hyper_lin,exp,0.9,0.7,0.7937253933193772,0.6363636363636365,0.8666666666666667,0.8,"[[45  5]
 [ 3  7]]"
3,0.2,1,1,actual_hyper_lin,lin_center_own,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,1,1,actual_hyper_lin,exp,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
3,0.2,1,1,distance_center_own_opposite_tam,func_own_opp_new,0.88,0.7,0.7848566748139434,0.608695652173913,0.85,0.79,"[[44  6]
 [ 3  7]]"
3,0.2,1,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,1,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.56,0.9,0.709929573971954,0.4390243902439024,0.6166666666666667,0.73,"[[28 22]
 [ 1  9]]"
3,0.2,2,None,SVM,SVM,0.94,0.4,0.6131883886702356,0.47058823529411764,0.85,0.6699999999999999,"[[47  3]
 [ 6  4]]"
3,0.2,2,None,WSVM,WSVM,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
3,0.2,2,None,own_class_center,lin_center_own,0.86,0.5,0.6557438524302001,0.45454545454545453,0.8,0.68,"[[43  7]
 [ 5  5]]"
3,0.2,2,None,own_class_center,exp,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
3,0.2,2,None,estimated_hyper_lin,lin_center_own,0.84,0.4,0.5796550698475775,0.3636363636363636,0.7666666666666667,0.62,"[[42  8]
 [ 6  4]]"
3,0.2,2,None,estimated_hyper_lin,exp,0.8,0.4,0.5656854249492381,0.3333333333333333,0.7333333333333333,0.6,"[[40 10]
 [ 6  4]]"
3,0.2,2,None,actual_hyper_lin,lin_center_own,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,2,None,actual_hyper_lin,exp,0.86,0.5,0.6557438524302001,0.45454545454545453,0.8,0.68,"[[43  7]
 [ 5  5]]"
3,0.2,2,None,distance_center_own_opposite_tam,func_own_opp_new,0.86,0.5,0.6557438524302001,0.45454545454545453,0.8,0.68,"[[43  7]
 [ 5  5]]"
3,0.2,2,None,distance_center_own_opposite_tam,func_own_opp_new_v1,0.84,0.4,0.5796550698475775,0.3636363636363636,0.7666666666666667,0.62,"[[42  8]
 [ 6  4]]"
3,0.2,2,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.58,0.9,0.7224956747275377,0.45000000000000007,0.6333333333333333,0.74,"[[29 21]
 [ 1  9]]"
3,0.2,2,1,own_class_center,lin_center_own,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
3,0.2,2,1,own_class_center,exp,0.88,0.6,0.726636084983398,0.5454545454545454,0.8333333333333334,0.7400000000000001,"[[44  6]
 [ 4  6]]"
3,0.2,2,1,estimated_hyper_lin,lin_center_own,0.84,0.4,0.5796550698475775,0.3636363636363636,0.7666666666666667,0.62,"[[42  8]
 [ 6  4]]"
3,0.2,2,1,estimated_hyper_lin,exp,0.84,0.5,0.648074069840786,0.4347826086956522,0.7833333333333333,0.67,"[[42  8]
 [ 5  5]]"
3,0.2,2,1,actual_hyper_lin,lin_center_own,0.54,0.9,0.6971370023173351,0.4285714285714286,0.6,0.72,"[[27 23]
 [ 1  9]]"
3,0.2,2,1,actual_hyper_lin,exp,0.86,0.6,0.7183313998427189,0.5217391304347826,0.8166666666666667,0.7300000000000001,"[[43  7]
 [ 4  6]]"
3,0.2,2,1,distance_center_own_opposite_tam,func_own_opp_new,0.86,0.5,0.6557438524302001,0.45454545454545453,0.8,0.68,"[[43  7]
 [ 5  5]]"
3,0.2,2,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.86,0.6,0.7183313998427189,0.5217391304347826,0.8166666666666667,0.7300000000000001,"[[43  7]
 [ 4  6]]"
3,0.2,2,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.58,0.9,0.7224956747275377,0.45000000000000007,0.6333333333333333,0.74,"[[29 21]
 [ 1  9]]"
3,0.2,3,None,SVM,SVM,0.98,0.3,0.5422176684690383,0.4285714285714285,0.8666666666666667,0.64,"[[49  1]
 [ 7  3]]"
3,0.2,3,None,WSVM,WSVM,0.94,0.4,0.6131883886702356,0.47058823529411764,0.85,0.6699999999999999,"[[47  3]
 [ 6  4]]"
3,0.2,3,None,own_class_center,lin_center_own,0.94,0.3,0.5310367218940701,0.37499999999999994,0.8333333333333334,0.62,"[[47  3]
 [ 7  3]]"
3,0.2,3,None,own_class_center,exp,0.94,0.7,0.8111719916269299,0.7,0.9,0.82,"[[47  3]
 [ 3  7]]"
3,0.2,3,None,estimated_hyper_lin,lin_center_own,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
3,0.2,3,None,estimated_hyper_lin,exp,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
3,0.2,3,None,actual_hyper_lin,lin_center_own,0.86,0.4,0.5865151319446072,0.380952380952381,0.7833333333333333,0.63,"[[43  7]
 [ 6  4]]"
3,0.2,3,None,actual_hyper_lin,exp,0.94,0.6,0.7509993342207435,0.631578947368421,0.8833333333333333,0.77,"[[47  3]
 [ 4  6]]"
3,0.2,3,None,distance_center_own_opposite_tam,func_own_opp_new,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
3,0.2,3,None,distance_center_own_opposite_tam,func_own_opp_new_v1,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
3,0.2,3,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.68,1.0,0.8246211251235321,0.5555555555555556,0.7333333333333333,0.84,"[[34 16]
 [ 0 10]]"
3,0.2,3,1,own_class_center,lin_center_own,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
3,0.2,3,1,own_class_center,exp,0.94,0.7,0.8111719916269299,0.7,0.9,0.82,"[[47  3]
 [ 3  7]]"
3,0.2,3,1,estimated_hyper_lin,lin_center_own,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
3,0.2,3,1,estimated_hyper_lin,exp,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
3,0.2,3,1,actual_hyper_lin,lin_center_own,0.86,0.7,0.7758865896508329,0.5833333333333334,0.8333333333333334,0.78,"[[43  7]
 [ 3  7]]"
3,0.2,3,1,actual_hyper_lin,exp,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
3,0.2,3,1,distance_center_own_opposite_tam,func_own_opp_new,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
3,0.2,3,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
3,0.2,3,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.68,1.0,0.8246211251235321,0.5555555555555556,0.7333333333333333,0.84,"[[34 16]
 [ 0 10]]"
3,0.2,4,None,SVM,SVM,1.0,0.1,0.31622776601683794,0.18181818181818182,0.85,0.55,"[[50  0]
 [ 9  1]]"
3,0.2,4,None,WSVM,WSVM,0.94,0.7,0.8111719916269299,0.7,0.9,0.82,"[[47  3]
 [ 3  7]]"
3,0.2,4,None,own_class_center,lin_center_own,0.9,0.8,0.8485281374238571,0.6956521739130435,0.8833333333333333,0.8500000000000001,"[[45  5]
 [ 2  8]]"
3,0.2,4,None,own_class_center,exp,0.9,0.9,0.9,0.75,0.9,0.9,"[[45  5]
 [ 1  9]]"
3,0.2,4,None,estimated_hyper_lin,lin_center_own,0.9,0.8,0.8485281374238571,0.6956521739130435,0.8833333333333333,0.8500000000000001,"[[45  5]
 [ 2  8]]"
3,0.2,4,None,estimated_hyper_lin,exp,0.88,0.9,0.8899438184514796,0.7200000000000001,0.8833333333333333,0.89,"[[44  6]
 [ 1  9]]"
3,0.2,4,None,actual_hyper_lin,lin_center_own,0.98,0.0,0.0,0.0,0.8166666666666667,0.49,"[[49  1]
 [10  0]]"
3,0.2,4,None,actual_hyper_lin,exp,0.9,0.8,0.8485281374238571,0.6956521739130435,0.8833333333333333,0.8500000000000001,"[[45  5]
 [ 2  8]]"
3,0.2,4,None,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.7,0.7937253933193772,0.6363636363636365,0.8666666666666667,0.8,"[[45  5]
 [ 3  7]]"
3,0.2,4,None,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.9,0.9,0.75,0.9,0.9,"[[45  5]
 [ 1  9]]"
3,0.2,4,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.58,1.0,0.7615773105863908,0.4878048780487805,0.65,0.79,"[[29 21]
 [ 0 10]]"
3,0.2,4,1,own_class_center,lin_center_own,0.9,0.9,0.9,0.75,0.9,0.9,"[[45  5]
 [ 1  9]]"
3,0.2,4,1,own_class_center,exp,0.92,0.9,0.9099450532861861,0.7826086956521738,0.9166666666666666,0.91,"[[46  4]
 [ 1  9]]"
3,0.2,4,1,estimated_hyper_lin,lin_center_own,0.9,0.9,0.9,0.75,0.9,0.9,"[[45  5]
 [ 1  9]]"
3,0.2,4,1,estimated_hyper_lin,exp,0.88,0.8,0.8390470785361213,0.6666666666666666,0.8666666666666667,0.8400000000000001,"[[44  6]
 [ 2  8]]"
3,0.2,4,1,actual_hyper_lin,lin_center_own,0.98,0.0,0.0,0.0,0.8166666666666667,0.49,"[[49  1]
 [10  0]]"
3,0.2,4,1,actual_hyper_lin,exp,0.9,0.8,0.8485281374238571,0.6956521739130435,0.8833333333333333,0.8500000000000001,"[[45  5]
 [ 2  8]]"
3,0.2,4,1,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.7,0.7937253933193772,0.6363636363636365,0.8666666666666667,0.8,"[[45  5]
 [ 3  7]]"
3,0.2,4,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.7,0.7937253933193772,0.6363636363636365,0.8666666666666667,0.8,"[[45  5]
 [ 3  7]]"
3,0.2,4,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.56,1.0,0.7483314773547883,0.47619047619047616,0.6333333333333333,0.78,"[[28 22]
 [ 0 10]]"
3,0.2,5,None,SVM,SVM,0.94,0.3,0.5310367218940701,0.37499999999999994,0.8333333333333334,0.62,"[[47  3]
 [ 7  3]]"
3,0.2,5,None,WSVM,WSVM,0.86,0.4,0.5865151319446072,0.380952380952381,0.7833333333333333,0.63,"[[43  7]
 [ 6  4]]"
3,0.2,5,None,own_class_center,lin_center_own,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
3,0.2,5,None,own_class_center,exp,0.82,0.5,0.6403124237432849,0.41666666666666663,0.7666666666666667,0.66,"[[41  9]
 [ 5  5]]"
3,0.2,5,None,estimated_hyper_lin,lin_center_own,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
3,0.2,5,None,estimated_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
3,0.2,5,None,actual_hyper_lin,lin_center_own,0.64,0.9,0.7589466384404111,0.48648648648648646,0.6833333333333333,0.77,"[[32 18]
 [ 1  9]]"
3,0.2,5,None,actual_hyper_lin,exp,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
3,0.2,5,None,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.4,0.6000000000000001,0.4210526315789474,0.8166666666666667,0.65,"[[45  5]
 [ 6  4]]"
3,0.2,5,None,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
3,0.2,5,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.68,0.7,0.6899275324264136,0.42424242424242425,0.6833333333333333,0.69,"[[34 16]
 [ 3  7]]"
3,0.2,5,1,own_class_center,lin_center_own,0.9,0.4,0.6000000000000001,0.4210526315789474,0.8166666666666667,0.65,"[[45  5]
 [ 6  4]]"
3,0.2,5,1,own_class_center,exp,0.9,0.4,0.6000000000000001,0.4210526315789474,0.8166666666666667,0.65,"[[45  5]
 [ 6  4]]"
3,0.2,5,1,estimated_hyper_lin,lin_center_own,0.88,0.4,0.593295878967653,0.4000000000000001,0.8,0.64,"[[44  6]
 [ 6  4]]"
3,0.2,5,1,estimated_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
3,0.2,5,1,actual_hyper_lin,lin_center_own,0.64,0.9,0.7589466384404111,0.48648648648648646,0.6833333333333333,0.77,"[[32 18]
 [ 1  9]]"
3,0.2,5,1,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
3,0.2,5,1,distance_center_own_opposite_tam,func_own_opp_new,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
3,0.2,5,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.88,0.5,0.6633249580710799,0.47619047619047616,0.8166666666666667,0.6900000000000001,"[[44  6]
 [ 5  5]]"
3,0.2,5,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.68,0.8,0.737563556583431,0.47058823529411764,0.7,0.74,"[[34 16]
 [ 2  8]]"
